date,open_price,high_price,low_price,price,volume
2025-11-02,1094.4541628666802,1094.4541628666802,1094.4541628666802,1094.4541628666802,1037807355.6051457
2025-11-03,1083.698416513334,1083.698416513334,1083.698416513334,1083.698416513334,1031503124.6500415
2025-11-04,992.195531851008,992.195531851008,992.195531851008,992.195531851008,3894432183.7340875
2025-11-05,938.891751599157,938.891751599157,938.891751599157,938.891751599157,4592001913.653611
2025-11-06,959.9701458776641,959.9701458776641,959.9701458776641,959.9701458776641,2676495284.5851297
2025-11-07,948.6793778409456,948.6793778409456,948.6793778409456,948.6793778409456,1960406697.5914152
2025-11-08,990.5899790534177,990.5899790534177,990.5899790534177,990.5899790534177,2698061350.925921
2025-11-09,989.8862403988059,989.8862403988059,989.8862403988059,989.8862403988059,1880988393.9904878
2025-11-10,996.308790029525,996.308790029525,996.308790029525,996.308790029525,1718843151.6878853
2025-11-11,991.3653787289568,991.3653787289568,991.3653787289568,991.3653787289568,1834279454.1310785
2025-11-12,957.149279725558,957.149279725558,957.149279725558,957.149279725558,1720439846.7132306
2025-11-13,952.9170115918621,952.9170115918621,952.9170115918621,952.9170115918621,1547574582.8027587
2025-11-14,927.1219876913323,927.1219876913323,927.1219876913323,927.1219876913323,2123958787.804254
2025-11-15,917.7022398201406,917.7022398201406,917.7022398201406,917.7022398201406,2858531583.3570466
2025-11-16,931.9743286141038,931.9743286141038,931.9743286141038,931.9743286141038,1205241688.99158
2025-11-17,928.5079796470696,928.5079796470696,928.5079796470696,928.5079796470696,1919661054.375172
2025-11-18,906.7197811831101,906.7197811831101,906.7197811831101,906.7197811831101,3283503372.7441425
2025-11-19,932.0597430569885,932.0597430569885,932.0597430569885,932.0597430569885,3005015188.212742
2025-11-20,894.7896141305321,894.7896141305321,894.7896141305321,894.7896141305321,2476207348.3480835
2025-11-21,866.7212975475668,866.7212975475668,866.7212975475668,866.7212975475668,2488925141.7757115
2025-11-22,831.1648478578168,831.1648478578168,831.1648478578168,831.1648478578168,4424065641.157903
2025-11-23,833.4782529297297,833.4782529297297,833.4782529297297,833.4782529297297,1537890915.9080956
2025-11-24,843.0327408998495,843.0327408998495,843.0327408998495,843.0327408998495,1306002441.4363518
2025-11-25,864.3540154398011,864.3540154398011,864.3540154398011,864.3540154398011,2065041400.9588752
2025-11-26,861.9171451304046,861.9171451304046,861.9171451304046,861.9171451304046,1496962340.5130074
2025-11-27,891.7232823713881,891.7232823713881,891.7232823713881,891.7232823713881,1449103064.2185059
2025-11-28,895.3979231885241,895.3979231885241,895.3979231885241,895.3979231885241,1318329005.593349
2025-11-29,887.5558493593282,887.5558493593282,887.5558493593282,887.5558493593282,1145367682.770756
2025-11-30,873.7626867754427,873.7626867754427,873.7626867754427,873.7626867754427,865485146.8078157
2025-12-01,877.7990241108373,877.7990241108373,877.7990241108373,877.7990241108373,934390096.0872817
2025-12-02,827.4880333310571,827.4880333310571,827.4880333310571,827.4880333310571,2564710118.0321436
2025-12-03,876.7469880502844,876.7469880502844,876.7469880502844,876.7469880502844,1999384470.0456862
2025-12-04,922.3452824680271,922.3452824680271,922.3452824680271,922.3452824680271,2062726216.677784
2025-12-05,900.2311130891073,900.2311130891073,900.2311130891073,900.2311130891073,1687004005.886419
2025-12-06,883.6707054897142,883.6707054897142,883.6707054897142,883.6707054897142,1528242896.5625634
2025-12-07,890.2442866831284,890.2442866831284,890.2442866831284,890.2442866831284,976591575.8687031
2025-12-08,892.8659344513236,892.8659344513236,892.8659344513236,892.8659344513236,1267574110.8170147
2025-12-09,897.4003709684328,897.4003709684328,897.4003709684328,897.4003709684328,1425833774.2488616
2025-12-10,899.4035882994448,899.4035882994448,899.4035882994448,899.4035882994448,1958799168.637301
2025-12-11,894.4021116794611,894.4021116794611,894.4021116794611,894.4021116794611,1842912394.8731253
2025-12-12,885.6320356392306,885.6320356392306,885.6320356392306,885.6320356392306,1658559102.7895744
2025-12-13,882.1612967807799,882.1612967807799,882.1612967807799,882.1612967807799,1215709823.9818652
2025-12-14,897.3110444563038,897.3110444563038,897.3110444563038,897.3110444563038,871174991.1034428
2025-12-15,878.3885175348196,878.3885175348196,878.3885175348196,878.3885175348196,1017448639.1154498
2025-12-16,858.4116623377057,858.4116623377057,858.4116623377057,858.4116623377057,1757948457.1941316
2025-12-17,874.6720838564994,874.6720838564994,874.6720838564994,874.6720838564994,1850367940.8959947
2025-12-18,842.7888780335543,842.7888780335543,842.7888780335543,842.7888780335543,2500106186.2544427
2025-12-19,829.1719378700606,829.1719378700606,829.1719378700606,829.1719378700606,2791384030.4837723
2025-12-20,855.957117266356,855.957117266356,855.957117266356,855.957117266356,5670988452.811656
2025-12-21,853.5635263159346,853.5635263159346,853.5635263159346,853.5635263159346,717833507.1498009
2025-12-22,857.8618459584029,857.8618459584029,857.8618459584029,857.8618459584029,803727030.2155951
2025-12-23,858.018474136862,858.018474136862,858.018474136862,858.018474136862,1315641870.276173
2025-12-24,843.9156558740143,843.9156558740143,843.9156558740143,843.9156558740143,995532572.4121732
2025-12-25,846.6127954902438,846.6127954902438,846.6127954902438,846.6127954902438,848705458.5824474
2025-12-26,828.8695540284072,828.8695540284072,828.8695540284072,828.8695540284072,735682841.2640332
2025-12-27,834.3408283262127,834.3408283262127,834.3408283262127,834.3408283262127,1083838293.2383966
2025-12-28,844.6780493960856,844.6780493960856,844.6780493960856,844.6780493960856,726652124.5702834
2025-12-29,858.791572988669,858.791572988669,858.791572988669,858.791572988669,728494104.5438432
2025-12-30,851.1900442578194,851.1900442578194,851.1900442578194,851.1900442578194,1260449454.778092
2025-12-31,860.3384247437768,860.3384247437768,860.3384247437768,860.3384247437768,1465833722.2047489
2026-01-01,863.1574666286001,863.1574666286001,863.1574666286001,863.1574666286001,1936922574.9322722
2026-01-02,862.9202786806326,862.9202786806326,862.9202786806326,862.9202786806326,997547906.5992901
2026-01-03,880.5981987516783,880.5981987516783,880.5981987516783,880.5981987516783,1650776021.9264174
2026-01-04,878.7329288702774,878.7329288702774,878.7329288702774,878.7329288702774,1018610976.0005002
2026-01-05,894.4508344273104,894.4508344273104,894.4508344273104,894.4508344273104,1279357981.9878118
2026-01-06,910.9079403595276,910.9079403595276,910.9079403595276,910.9079403595276,1534918832.2904541
2026-01-07,917.6345878314794,917.6345878314794,917.6345878314794,917.6345878314794,1617407942.4718144
2026-01-08,899.3115791273906,899.3115791273906,899.3115791273906,899.3115791273906,1669040949.1979966
2026-01-09,891.5992569838319,891.5992569838319,891.5992569838319,891.5992569838319,1512007590.3179083
2026-01-10,895.5121731855866,895.5121731855866,895.5121731855866,895.5121731855866,1062500372.9429797
2026-01-11,906.6887224157771,906.6887224157771,906.6887224157771,906.6887224157771,1304632995.1676254
2026-01-12,902.7664964152219,902.7664964152219,902.7664964152219,902.7664964152219,1089200673.3908803
