date,open_price,high_price,low_price,price,volume
2025-03-27,2009.8835432902426,2009.8835432902426,2009.8835432902426,2009.8835432902426,14024859854.906677
2025-03-28,2003.3034241292064,2003.3034241292064,2003.3034241292064,2003.3034241292064,12136188059.422693
2025-03-29,1896.9173600459985,1896.9173600459985,1896.9173600459985,1896.9173600459985,18419487648.39739
2025-03-30,1829.2745211803463,1829.2745211803463,1829.2745211803463,1829.2745211803463,12924117064.878807
2025-03-31,1805.3378779435934,1805.3378779435934,1805.3378779435934,1805.3378779435934,10056531345.160347
2025-04-01,1824.2071367609847,1824.2071367609847,1824.2071367609847,1824.2071367609847,17022367813.88877
2025-04-02,1907.1671522994227,1907.1671522994227,1907.1671522994227,1907.1671522994227,15899367803.5509
2025-04-03,1795.761850567479,1795.761850567479,1795.761850567479,1795.761850567479,23450470660.978283
2025-04-04,1818.2844199542053,1818.2844199542053,1818.2844199542053,1818.2844199542053,16999031833.158594
2025-04-05,1814.4807753449506,1814.4807753449506,1814.4807753449506,1814.4807753449506,19459233591.298603
2025-04-06,1809.935827172196,1809.935827172196,1809.935827172196,1809.935827172196,6780827627.545529
2025-04-07,1574.6321611455576,1574.6321611455576,1574.6321611455576,1574.6321611455576,23485484227.161697
2025-04-08,1555.909812570873,1555.909812570873,1555.909812570873,1555.909812570873,49416724296.56089
2025-04-09,1471.3608854365523,1471.3608854365523,1471.3608854365523,1471.3608854365523,22451028357.384758
2025-04-10,1662.5331604641576,1662.5331604641576,1662.5331604641576,1662.5331604641576,41589589714.84994
2025-04-11,1523.928624242526,1523.928624242526,1523.928624242526,1523.928624242526,20486375929.10568
2025-04-12,1568.131690125936,1568.131690125936,1568.131690125936,1568.131690125936,14195085224.783228
2025-04-13,1645.8625733156498,1645.8625733156498,1645.8625733156498,1645.8625733156498,11756571644.476357
2025-04-14,1595.4227460001084,1595.4227460001084,1595.4227460001084,1595.4227460001084,13775001676.60885
2025-04-15,1621.543195596693,1621.543195596693,1621.543195596693,1621.543195596693,15415724739.820591
2025-04-16,1587.8222244021401,1587.8222244021401,1587.8222244021401,1587.8222244021401,11786525215.180002
2025-04-17,1577.7073516760117,1577.7073516760117,1577.7073516760117,1577.7073516760117,13120084885.866234
2025-04-18,1583.4764497002345,1583.4764497002345,1583.4764497002345,1583.4764497002345,9437178720.867388
2025-04-19,1589.1516208270755,1589.1516208270755,1589.1516208270755,1589.1516208270755,5254078676.877919
2025-04-20,1615.0502549158562,1615.0502549158562,1615.0502549158562,1615.0502549158562,5148626529.402773
2025-04-21,1585.4600253443446,1585.4600253443446,1585.4600253443446,1585.4600253443446,6695768150.024456
2025-04-22,1577.4465595922347,1577.4465595922347,1577.4465595922347,1577.4465595922347,15275062279.387148
2025-04-23,1759.7064599311093,1759.7064599311093,1759.7064599311093,1759.7064599311093,24271980430.95098
2025-04-24,1793.969849485534,1793.969849485534,1793.969849485534,1793.969849485534,22099177230.61867
2025-04-25,1769.3925107354407,1769.3925107354407,1769.3925107354407,1769.3925107354407,12923295609.972548
2025-04-26,1788.7981804331257,1788.7981804331257,1788.7981804331257,1788.7981804331257,15656748328.784924
2025-04-27,1821.2695303291391,1821.2695303291391,1821.2695303291391,1821.2695303291391,10293614895.776522
2025-04-28,1793.6918440730135,1793.6918440730135,1793.6918440730135,1793.6918440730135,9632458065.106846
2025-04-29,1799.50191449199,1799.50191449199,1799.50191449199,1799.50191449199,16777384305.88931
2025-04-30,1796.9720456768928,1796.9720456768928,1796.9720456768928,1796.9720456768928,13994558644.11867
2025-05-01,1794.0495408617828,1794.0495408617828,1794.0495408617828,1794.0495408617828,13644627083.285889
2025-05-02,1838.8543285925753,1838.8543285925753,1838.8543285925753,1838.8543285925753,14310565589.052694
2025-05-03,1841.427590836958,1841.427590836958,1841.427590836958,1841.427590836958,11686301446.49476
2025-05-04,1834.501911876416,1834.501911876416,1834.501911876416,1834.501911876416,6704990478.824657
2025-05-05,1808.156093844096,1808.156093844096,1808.156093844096,1808.156093844096,7479845748.828526
2025-05-06,1820.0044598893596,1820.0044598893596,1820.0044598893596,1820.0044598893596,10545233503.347864
2025-05-07,1816.1686943818438,1816.1686943818438,1816.1686943818438,1816.1686943818438,11950393736.527246
2025-05-08,1810.3169269284476,1810.3169269284476,1810.3169269284476,1810.3169269284476,47111217119.49919
2025-05-09,2197.5611893238784,2197.5611893238784,2197.5611893238784,2197.5611893238784,35992825075.05399
2025-05-10,2341.407963002621,2341.407963002621,2341.407963002621,2341.407963002621,44566779461.54657
2025-05-11,2583.6829051429513,2583.6829051429513,2583.6829051429513,2583.6829051429513,29947910159.02891
2025-05-12,2507.4693107597423,2507.4693107597423,2507.4693107597423,2507.4693107597423,26138286410.23315
2025-05-13,2492.426391077375,2492.426391077375,2492.426391077375,2492.426391077375,31524626114.978752
2025-05-14,2676.639163127913,2676.639163127913,2676.639163127913,2676.639163127913,32279895881.637806
